"pubid","year","interestgov","regvote","didvote"
5233,2008,2,1,NA
5233,2010,2,1,NA
5234,2004,1,NA,1
5234,2006,1,1,NA
5234,2008,1,NA,1
5234,2010,1,NA,1
5235,2004,4,0,0
5235,2006,4,0,NA
5235,2008,3,0,0
5235,2010,4,0,NA
5236,2004,1,NA,1
5236,2006,2,NA,1
5236,2008,2,NA,1
5236,2010,2,NA,1
5237,2004,4,0,0
5237,2006,NA,NA,NA
5237,2008,3,1,0
5237,2010,NA,NA,NA
5238,2004,1,1,0
5238,2006,1,1,NA
5238,2008,1,0,0
5238,2010,1,0,NA
5239,2004,4,1,0
5239,2006,3,0,0
5239,2008,4,0,0
5239,2010,4,0,0
5240,2004,NA,NA,NA
5240,2006,NA,NA,NA
5240,2008,NA,NA,NA
5240,2010,NA,NA,NA
5241,2004,NA,NA,NA
5241,2006,NA,NA,NA
5241,2008,1,1,0
5241,2010,NA,NA,NA
5242,2004,1,1,0
5242,2006,2,0,0
5242,2008,2,0,0
5242,2010,2,1,0
5243,2004,2,NA,1
5243,2006,2,1,0
5243,2008,2,0,0
5243,2010,3,0,0
5244,2004,3,0,0
5244,2006,2,0,0
5244,2008,4,0,NA
5244,2010,NA,NA,NA
5245,2004,3,NA,1
5245,2006,3,0,NA
5245,2008,2,0,0
5245,2010,2,0,NA
5246,2004,2,0,0
5246,2006,2,1,0
5246,2008,2,NA,1
5246,2010,3,NA,1
5247,2004,4,0,0
5247,2006,4,0,NA
5247,2008,3,0,0
5247,2010,4,0,0
5248,2004,2,1,0
5248,2006,2,1,NA
5248,2008,3,0,NA
5248,2010,4,0,NA
5249,2004,4,0,0
5249,2006,4,0,0
5249,2008,4,0,NA
5249,2010,4,0,NA
5250,2004,4,1,0
5250,2006,4,0,0
5250,2008,2,0,NA
5250,2010,2,0,0
5251,2004,2,NA,1
5251,2006,2,1,NA
5251,2008,2,NA,0
5251,2010,2,1,NA
5252,2004,2,0,0
5252,2006,2,1,NA
5252,2008,3,1,NA
5252,2010,3,1,NA
5253,2004,4,0,0
5253,2006,4,0,NA
5253,2008,4,0,NA
5253,2010,4,0,NA
5254,2004,2,NA,1
5254,2006,4,1,0
5254,2008,3,1,0
5254,2010,4,1,0
5255,2004,1,NA,1
5255,2006,1,NA,1
5255,2008,1,NA,1
5255,2010,3,0,NA
5256,2004,4,NA,0
5256,2006,4,NA,1
5256,2008,4,1,NA
5256,2010,4,0,NA
5257,2004,4,1,0
5257,2006,2,1,0
5257,2008,2,1,0
5257,2010,3,0,NA
5258,2004,4,1,0
5258,2006,3,0,NA
5258,2008,4,0,0
5258,2010,4,0,NA
5259,2004,4,0,0
5259,2006,4,0,NA
5259,2008,4,NA,1
5259,2010,4,1,NA
5260,2004,NA,NA,NA
5260,2006,NA,NA,NA
5260,2008,NA,NA,NA
5260,2010,NA,NA,NA
5261,2004,1,NA,1
5261,2006,2,NA,1
5261,2008,NA,NA,NA
5261,2010,NA,NA,NA
5262,2004,1,NA,1
5262,2006,1,NA,1
5262,2008,1,NA,1
5262,2010,1,0,NA
5263,2004,2,NA,1
5263,2006,2,NA,1
5263,2008,1,1,NA
5263,2010,3,NA,1
5264,2004,2,1,0
5264,2006,1,NA,1
5264,2008,1,NA,1
5264,2010,2,1,0
5265,2004,4,1,0
5265,2006,4,0,0
5265,2008,NA,NA,NA
5265,2010,NA,NA,NA
5266,2004,2,0,0
5266,2006,2,1,0
5266,2008,2,1,0
5266,2010,1,1,0
5267,2004,2,NA,1
5267,2006,3,NA,1
5267,2008,3,NA,1
5267,2010,4,NA,1
5268,2004,2,NA,1
5268,2006,2,NA,1
5268,2008,2,NA,1
5268,2010,2,1,NA
5269,2004,4,NA,1
5269,2006,4,1,0
5269,2008,4,0,0
5269,2010,4,0,NA
5270,2004,2,NA,1
5270,2006,1,NA,1
5270,2008,1,NA,1
5270,2010,2,1,NA
5271,2004,4,NA,0
5271,2006,4,0,NA
5271,2008,4,0,0
5271,2010,4,0,0
5272,2004,4,0,0
5272,2006,4,0,0
5272,2008,4,0,0
5272,2010,4,0,0
5273,2004,4,0,0
5273,2006,4,0,NA
5273,2008,4,0,NA
5273,2010,4,0,0
5274,2004,NA,NA,NA
5274,2006,1,1,0
5274,2008,3,0,0
5274,2010,4,0,0
5275,2004,4,1,0
5275,2006,4,1,0
5275,2008,4,1,0
5275,2010,4,1,NA
5276,2004,3,1,0
5276,2006,4,1,0
5276,2008,3,1,NA
5276,2010,3,1,NA
5277,2004,NA,NA,NA
5277,2006,NA,NA,NA
5277,2008,2,NA,1
5277,2010,3,1,NA
5278,2004,NA,NA,NA
5278,2006,NA,NA,NA
5278,2008,NA,NA,NA
5278,2010,NA,NA,NA
5279,2004,4,1,0
5279,2006,4,NA,NA
5279,2008,4,1,0
5279,2010,NA,NA,NA
5280,2004,4,0,0
5280,2006,4,0,0
5280,2008,4,0,NA
5280,2010,4,0,NA
5281,2004,3,0,0
5281,2006,4,1,0
5281,2008,4,1,NA
5281,2010,4,1,NA
5282,2004,4,1,0
5282,2006,2,0,0
5282,2008,3,NA,1
5282,2010,1,1,0
5283,2004,4,0,0
5283,2006,4,0,0
5283,2008,4,0,0
5283,2010,4,1,0
5284,2004,3,1,0
5284,2006,2,1,0
5284,2008,3,0,0
5284,2010,2,1,0
5285,2004,3,0,0
5285,2006,3,1,0
5285,2008,3,NA,0
5285,2010,3,0,NA
5286,2004,2,0,0
5286,2006,2,NA,1
5286,2008,2,1,NA
5286,2010,2,NA,1
5287,2004,1,NA,1
5287,2006,1,NA,1
5287,2008,2,1,NA
5287,2010,1,1,NA
5288,2004,4,1,0
5288,2006,4,0,0
5288,2008,2,NA,1
5288,2010,1,NA,1
5289,2004,2,NA,1
5289,2006,2,NA,1
5289,2008,2,NA,1
5289,2010,3,1,NA
5290,2004,2,0,0
5290,2006,2,0,0
5290,2008,3,NA,1
5290,2010,2,1,NA
5291,2004,3,0,0
5291,2006,4,0,0
5291,2008,4,NA,0
5291,2010,3,0,NA
5292,2004,2,0,0
5292,2006,2,1,0
5292,2008,2,1,NA
5292,2010,3,1,NA
5293,2004,1,NA,1
5293,2006,2,0,0
5293,2008,1,NA,1
5293,2010,3,0,NA
5294,2004,4,0,0
5294,2006,4,0,0
5294,2008,2,0,0
5294,2010,3,0,NA
5295,2004,1,1,0
5295,2006,NA,NA,NA
5295,2008,NA,NA,NA
5295,2010,NA,NA,NA
5296,2004,2,NA,1
5296,2006,2,0,NA
5296,2008,3,0,0
5296,2010,4,0,0
5297,2004,2,1,0
5297,2006,2,1,NA
5297,2008,2,1,NA
5297,2010,2,1,NA
5298,2004,2,NA,1
5298,2006,3,NA,1
5298,2008,2,NA,1
5298,2010,3,NA,1
5299,2004,3,NA,1
5299,2006,1,NA,1
5299,2008,1,NA,1
5299,2010,3,1,0
5300,2004,3,0,0
5300,2006,3,0,0
5300,2008,2,0,0
5300,2010,3,1,0
5301,2004,4,1,0
5301,2006,4,0,0
5301,2008,3,1,0
5301,2010,3,1,NA
5302,2004,4,0,0
5302,2006,NA,NA,NA
5302,2008,3,0,0
5302,2010,4,0,0
5303,2004,NA,NA,NA
5303,2006,4,0,0
5303,2008,4,NA,0
5303,2010,3,0,NA
5304,2004,NA,NA,NA
5304,2006,NA,NA,NA
5304,2008,NA,NA,NA
5304,2010,NA,NA,NA
5305,2004,2,NA,1
5305,2006,2,1,0
5305,2008,3,1,0
5305,2010,3,0,NA
5306,2004,2,NA,1
5306,2006,3,1,0
5306,2008,3,1,NA
5306,2010,2,1,NA
5307,2004,1,NA,1
5307,2006,2,NA,1
5307,2008,NA,NA,NA
5307,2010,NA,NA,NA
5308,2004,1,0,0
5308,2006,2,0,NA
5308,2008,1,1,NA
5308,2010,2,0,0
5309,2004,3,1,0
5309,2006,3,1,0
5309,2008,3,1,NA
5309,2010,4,0,NA
5310,2004,4,0,0
5310,2006,NA,NA,NA
5310,2008,4,0,NA
5310,2010,4,0,NA
5311,2004,2,1,0
5311,2006,3,NA,1
5311,2008,1,NA,0
5311,2010,2,NA,0
5312,2004,4,NA,0
5312,2006,3,NA,0
5312,2008,2,1,0
5312,2010,3,1,NA
5313,2004,NA,0,0
5313,2006,4,0,0
5313,2008,4,0,0
5313,2010,4,0,0
5314,2004,3,0,0
5314,2006,4,0,0
5314,2008,2,0,0
5314,2010,4,0,NA
5315,2004,3,1,0
5315,2006,2,1,0
5315,2008,3,1,0
5315,2010,2,1,0
5316,2004,2,1,0
5316,2006,3,1,0
5316,2008,3,0,0
5316,2010,4,1,NA
5317,2004,1,NA,1
5317,2006,3,NA,1
5317,2008,2,1,NA
5317,2010,1,NA,1
5318,2004,NA,NA,NA
5318,2006,3,0,0
5318,2008,3,NA,1
5318,2010,NA,NA,NA
5319,2004,2,1,0
5319,2006,1,1,0
5319,2008,1,1,NA
5319,2010,2,NA,1
5320,2004,2,NA,1
5320,2006,1,1,0
5320,2008,2,NA,1
5320,2010,3,1,0
5321,2004,3,NA,1
5321,2006,3,1,0
5321,2008,3,NA,1
5321,2010,4,1,0
5322,2004,NA,NA,NA
5322,2006,NA,NA,NA
5322,2008,NA,NA,NA
5322,2010,NA,NA,NA
5323,2004,4,0,0
5323,2006,4,1,0
5323,2008,4,NA,NA
5323,2010,4,1,NA
5324,2004,4,NA,0
5324,2006,4,NA,0
5324,2008,NA,NA,NA
5324,2010,2,0,0
5325,2004,NA,NA,NA
5325,2006,3,1,0
5325,2008,2,1,NA
5325,2010,2,1,NA
5326,2004,NA,NA,NA
5326,2006,4,1,0
5326,2008,3,1,0
5326,2010,3,0,NA
5327,2004,2,0,0
5327,2006,3,0,0
5327,2008,2,0,NA
5327,2010,2,0,0
5328,2004,NA,NA,NA
5328,2006,3,NA,1
5328,2008,2,NA,1
5328,2010,3,1,NA
5329,2004,3,NA,1
5329,2006,2,1,0
5329,2008,1,1,NA
5329,2010,1,1,NA
5330,2004,1,NA,1
5330,2006,2,NA,1
5330,2008,2,1,NA
5330,2010,4,0,NA
5331,2004,NA,NA,NA
5331,2006,NA,NA,NA
5331,2008,NA,NA,NA
5331,2010,NA,NA,NA
5332,2004,2,NA,1
5332,2006,2,1,NA
5332,2008,2,1,NA
5332,2010,2,1,NA
5333,2004,3,NA,1
5333,2006,2,NA,1
5333,2008,2,1,NA
5333,2010,4,1,0
5334,2004,3,1,0
5334,2006,2,NA,1
5334,2008,2,1,NA
5334,2010,3,0,NA
5335,2004,3,1,0
5335,2006,4,1,0
5335,2008,2,NA,1
5335,2010,2,1,0
5336,2004,2,1,0
5336,2006,4,1,0
5336,2008,3,0,NA
5336,2010,4,0,NA
5337,2004,4,0,0
5337,2006,4,0,0
5337,2008,3,0,NA
5337,2010,4,0,NA
5338,2004,NA,NA,NA
5338,2006,NA,NA,NA
5338,2008,NA,NA,NA
5338,2010,1,0,0
5339,2004,1,1,0
5339,2006,2,1,0
5339,2008,1,1,NA
5339,2010,2,1,NA
5340,2004,1,NA,1
5340,2006,1,1,NA
5340,2008,1,NA,1
5340,2010,1,NA,1
5341,2004,2,NA,1
5341,2006,2,NA,1
5341,2008,2,1,NA
5341,2010,3,1,NA
5342,2004,4,1,0
5342,2006,4,1,0
5342,2008,4,1,0
5342,2010,4,0,0
5343,2004,3,NA,1
5343,2006,3,0,0
5343,2008,3,0,NA
5343,2010,4,NA,1
5344,2004,3,NA,1
5344,2006,3,0,0
5344,2008,3,NA,1
5344,2010,3,NA,1
5345,2004,1,NA,1
5345,2006,1,NA,1
5345,2008,1,NA,1
5345,2010,1,NA,1
5346,2004,3,NA,1
5346,2006,3,1,NA
5346,2008,3,NA,1
5346,2010,4,1,0
5347,2004,3,NA,1
5347,2006,4,0,NA
5347,2008,3,0,0
5347,2010,3,NA,1
5348,2004,3,NA,1
5348,2006,3,1,0
5348,2008,3,NA,1
5348,2010,2,1,0
5349,2004,1,NA,1
5349,2006,3,0,NA
5349,2008,1,1,NA
5349,2010,2,NA,1
5350,2004,1,NA,1
5350,2006,2,NA,1
5350,2008,1,NA,1
5350,2010,2,1,NA
5351,2004,3,NA,0
5351,2006,3,0,NA
5351,2008,3,1,0
5351,2010,3,1,0
5352,2004,NA,NA,NA
5352,2006,NA,NA,NA
5352,2008,NA,NA,NA
5352,2010,NA,NA,NA
5353,2004,2,0,0
5353,2006,4,0,0
5353,2008,1,NA,1
5353,2010,2,1,0
5354,2004,2,0,0
5354,2006,1,0,NA
5354,2008,1,1,NA
5354,2010,3,0,NA
5355,2004,4,NA,0
5355,2006,4,0,NA
5355,2008,3,1,NA
5355,2010,3,1,NA
5356,2004,3,NA,1
5356,2006,2,1,NA
5356,2008,2,NA,1
5356,2010,3,NA,1
5357,2004,NA,NA,NA
5357,2006,NA,NA,NA
5357,2008,NA,NA,NA
5357,2010,NA,NA,NA
5358,2004,1,NA,1
5358,2006,1,NA,1
5358,2008,1,NA,1
5358,2010,1,1,NA
5359,2004,2,NA,1
5359,2006,3,1,NA
5359,2008,3,1,NA
5359,2010,3,0,0
5360,2004,4,1,0
5360,2006,4,1,0
5360,2008,4,1,NA
5360,2010,4,1,0
5361,2004,1,0,0
5361,2006,4,0,0
5361,2008,4,0,NA
5361,2010,4,0,NA
5362,2004,4,NA,1
5362,2006,2,1,0
5362,2008,NA,NA,NA
5362,2010,2,NA,1
5363,2004,2,NA,0
5363,2006,4,1,0
5363,2008,2,0,0
5363,2010,2,NA,1
5364,2004,NA,NA,NA
5364,2006,2,NA,1
5364,2008,NA,NA,NA
5364,2010,NA,NA,NA
5365,2004,4,0,0
5365,2006,4,NA,1
5365,2008,4,NA,1
5365,2010,3,NA,1
5366,2004,1,NA,1
5366,2006,1,NA,1
5366,2008,1,1,NA
5366,2010,1,NA,1
5367,2004,1,NA,1
5367,2006,1,NA,1
5367,2008,1,1,NA
5367,2010,1,1,NA
5368,2004,2,NA,1
5368,2006,3,1,0
5368,2008,3,NA,1
5368,2010,3,NA,1
5369,2004,2,NA,1
5369,2006,3,1,NA
5369,2008,1,NA,1
5369,2010,2,1,NA
5370,2004,2,NA,1
5370,2006,4,1,NA
5370,2008,2,NA,1
5370,2010,4,1,NA
5371,2004,3,NA,1
5371,2006,4,1,0
5371,2008,4,1,NA
5371,2010,NA,NA,NA
5372,2004,3,NA,1
5372,2006,3,1,NA
5372,2008,3,1,NA
5372,2010,3,NA,1
5373,2004,NA,NA,NA
5373,2006,NA,NA,NA
5373,2008,NA,NA,NA
5373,2010,NA,NA,NA
5374,2004,3,NA,0
5374,2006,3,0,NA
5374,2008,3,0,0
5374,2010,3,0,NA
5375,2004,3,NA,1
5375,2006,4,0,0
5375,2008,2,NA,1
5375,2010,3,NA,1
5376,2004,2,NA,1
5376,2006,2,1,0
5376,2008,2,1,NA
5376,2010,2,1,NA
5377,2004,3,NA,1
5377,2006,2,NA,1
5377,2008,2,NA,1
5377,2010,4,1,0
5378,2004,4,1,0
5378,2006,4,1,0
5378,2008,4,1,NA
5378,2010,4,1,0
5379,2004,4,NA,1
5379,2006,4,NA,0
5379,2008,2,1,NA
5379,2010,2,NA,1
5380,2004,1,NA,1
5380,2006,1,NA,1
5380,2008,2,1,NA
5380,2010,1,NA,1
5381,2004,2,NA,1
5381,2006,2,NA,1
5381,2008,2,NA,1
5381,2010,2,NA,1
5382,2004,NA,NA,NA
5382,2006,1,NA,1
5382,2008,NA,NA,NA
5382,2010,NA,NA,NA
5383,2004,NA,NA,NA
5383,2006,3,0,0
5383,2008,2,NA,0
5383,2010,3,1,0
5384,2004,4,NA,0
5384,2006,4,0,0
5384,2008,3,0,0
5384,2010,4,1,0
5385,2004,4,1,0
5385,2006,4,0,NA
5385,2008,NA,NA,NA
5385,2010,NA,NA,NA
5386,2004,1,0,0
5386,2006,3,NA,1
5386,2008,2,1,NA
5386,2010,2,1,NA
5387,2004,2,NA,1
5387,2006,3,1,NA
5387,2008,2,NA,1
5387,2010,NA,NA,NA
5388,2004,3,NA,1
5388,2006,1,1,0
5388,2008,1,1,NA
5388,2010,2,1,NA
5389,2004,3,NA,1
5389,2006,4,NA,1
5389,2008,3,NA,1
5389,2010,2,NA,1
5390,2004,2,1,0
5390,2006,3,1,0
5390,2008,3,0,0
5390,2010,4,1,0
5391,2004,3,1,0
5391,2006,4,1,0
5391,2008,3,NA,0
5391,2010,4,NA,NA
5392,2004,3,NA,1
5392,2006,4,1,0
5392,2008,3,1,NA
5392,2010,4,1,0
5393,2004,3,1,0
5393,2006,4,1,0
5393,2008,2,1,0
5393,2010,NA,NA,NA
5394,2004,4,0,0
5394,2006,4,NA,0
5394,2008,4,NA,1
5394,2010,2,NA,1
5395,2004,2,NA,1
5395,2006,2,NA,1
5395,2008,2,NA,1
5395,2010,3,NA,1
5396,2004,2,1,0
5396,2006,1,1,NA
5396,2008,1,NA,1
5396,2010,1,NA,1
5397,2004,3,NA,1
5397,2006,4,NA,1
5397,2008,3,NA,1
5397,2010,4,1,0
5398,2004,2,1,0
5398,2006,2,1,0
5398,2008,3,0,0
5398,2010,4,1,NA
5399,2004,3,NA,1
5399,2006,3,1,0
5399,2008,3,0,0
5399,2010,2,NA,1
5400,2004,3,NA,1
5400,2006,3,1,0
5400,2008,3,NA,1
5400,2010,2,1,NA
5401,2004,NA,NA,NA
5401,2006,NA,0,NA
5401,2008,1,NA,0
5401,2010,NA,NA,NA
5402,2004,4,1,0
5402,2006,4,NA,NA
5402,2008,4,NA,0
5402,2010,4,NA,0
5403,2004,3,NA,1
5403,2006,3,1,NA
5403,2008,2,1,NA
5403,2010,1,1,NA
5404,2004,1,NA,1
5404,2006,1,1,NA
5404,2008,1,1,NA
5404,2010,2,1,NA
5405,2004,4,0,0
5405,2006,4,1,0
5405,2008,4,0,0
5405,2010,4,1,0
5406,2004,3,NA,1
5406,2006,3,1,0
5406,2008,4,NA,1
5406,2010,4,NA,1
5407,2004,3,NA,1
5407,2006,2,1,0
5407,2008,2,1,NA
5407,2010,2,NA,1
5408,2004,1,NA,1
5408,2006,1,NA,1
5408,2008,1,1,NA
5408,2010,1,1,NA
5409,2004,2,NA,1
5409,2006,2,NA,1
5409,2008,2,1,NA
5409,2010,2,NA,1
5410,2004,1,NA,1
5410,2006,1,NA,1
5410,2008,1,NA,1
5410,2010,3,NA,1
5411,2004,NA,NA,NA
5411,2006,4,1,0
5411,2008,4,0,0
5411,2010,3,1,0
5412,2004,3,NA,1
5412,2006,2,1,0
5412,2008,2,1,NA
5412,2010,2,1,NA
5413,2004,1,NA,1
5413,2006,NA,NA,NA
5413,2008,4,NA,1
5413,2010,4,NA,1
5414,2004,4,1,0
5414,2006,3,1,0
5414,2008,NA,NA,NA
5414,2010,NA,NA,NA
5415,2004,2,NA,1
5415,2006,1,NA,1
5415,2008,1,NA,1
5415,2010,2,1,NA
5416,2004,1,1,0
5416,2006,1,1,0
5416,2008,1,1,0
5416,2010,4,NA,0
5417,2004,NA,NA,NA
5417,2006,NA,NA,NA
5417,2008,NA,NA,NA
5417,2010,NA,NA,NA
5418,2004,NA,NA,NA
5418,2006,NA,NA,NA
5418,2008,NA,NA,NA
5418,2010,NA,NA,NA
5419,2004,4,0,0
5419,2006,2,NA,1
5419,2008,4,1,NA
5419,2010,4,0,0
5420,2004,NA,NA,NA
5420,2006,1,1,0
5420,2008,1,NA,1
5420,2010,2,1,0
5421,2004,NA,NA,NA
5421,2006,3,NA,1
5421,2008,1,NA,1
5421,2010,1,1,NA
5422,2004,4,NA,1
5422,2006,3,1,0
5422,2008,4,NA,1
5422,2010,2,1,0
5423,2004,2,1,0
5423,2006,3,0,0
5423,2008,3,0,0
5423,2010,2,0,NA
5424,2004,4,0,0
5424,2006,2,0,0
5424,2008,3,1,NA
5424,2010,3,0,0
5425,2004,2,0,0
5425,2006,1,1,0
5425,2008,2,NA,1
5425,2010,2,1,0
5426,2004,2,NA,1
5426,2006,2,0,0
5426,2008,1,NA,1
5426,2010,2,1,NA
5427,2004,2,NA,1
5427,2006,3,NA,1
5427,2008,2,NA,1
5427,2010,2,1,NA
5428,2004,4,0,0
5428,2006,4,0,0
5428,2008,2,0,0
5428,2010,2,0,NA
5429,2004,1,NA,1
5429,2006,2,1,0
5429,2008,1,NA,1
5429,2010,2,1,NA
5430,2004,2,1,0
5430,2006,3,NA,1
5430,2008,3,1,NA
5430,2010,3,1,NA
5431,2004,4,NA,1
5431,2006,4,1,0
5431,2008,2,1,0
5431,2010,4,1,0
5432,2004,NA,NA,NA
5432,2006,NA,NA,NA
5432,2008,NA,NA,NA
5432,2010,NA,NA,NA
5433,2004,3,1,0
5433,2006,4,0,0
5433,2008,3,NA,1
5433,2010,2,NA,1
5434,2004,4,NA,1
5434,2006,4,1,0
5434,2008,4,NA,1
5434,2010,4,NA,1
5435,2004,2,NA,1
5435,2006,2,1,0
5435,2008,2,NA,0
5435,2010,2,1,0
5436,2004,2,NA,1
5436,2006,2,NA,1
5436,2008,1,NA,1
5436,2010,1,NA,1
5437,2004,4,0,0
5437,2006,2,0,0
5437,2008,2,1,NA
5437,2010,3,NA,1
5438,2004,3,NA,1
5438,2006,4,1,0
5438,2008,1,NA,1
5438,2010,4,0,NA
5439,2004,2,NA,1
5439,2006,1,NA,1
5439,2008,2,NA,1
5439,2010,1,NA,1
5440,2004,2,0,0
5440,2006,4,0,0
5440,2008,2,0,0
5440,2010,4,0,NA
5441,2004,3,0,0
5441,2006,3,0,0
5441,2008,1,NA,1
5441,2010,2,1,NA
5442,2004,2,0,0
5442,2006,1,NA,1
5442,2008,1,NA,1
5442,2010,1,1,0
5443,2004,1,NA,1
5443,2006,1,NA,1
5443,2008,1,NA,1
5443,2010,1,1,NA
5444,2004,4,0,0
5444,2006,4,1,0
5444,2008,4,0,0
5444,2010,4,0,NA
5445,2004,3,0,0
5445,2006,2,1,0
5445,2008,3,0,0
5445,2010,4,1,NA
5446,2004,3,0,0
5446,2006,2,0,0
5446,2008,4,0,0
5446,2010,4,0,NA
5447,2004,3,NA,1
5447,2006,2,1,0
5447,2008,2,NA,1
5447,2010,4,1,NA
5448,2004,3,0,0
5448,2006,3,0,0
5448,2008,3,1,0
5448,2010,3,1,NA
5449,2004,NA,NA,NA
5449,2006,2,1,0
5449,2008,2,1,NA
5449,2010,4,0,NA
5450,2004,3,1,0
5450,2006,4,1,0
5450,2008,4,1,NA
5450,2010,4,0,NA
5451,2004,1,NA,1
5451,2006,1,NA,1
5451,2008,1,NA,1
5451,2010,NA,NA,NA
5452,2004,3,0,0
5452,2006,3,0,0
5452,2008,4,0,0
5452,2010,3,1,NA
5453,2004,2,NA,1
5453,2006,2,NA,1
5453,2008,1,0,0
5453,2010,4,1,NA
5454,2004,4,1,0
5454,2006,3,0,0
5454,2008,1,0,0
5454,2010,2,1,NA
5455,2004,2,NA,1
5455,2006,3,0,0
5455,2008,2,1,NA
5455,2010,3,1,0
5456,2004,3,1,0
5456,2006,2,1,0
5456,2008,3,1,NA
5456,2010,2,1,0
5457,2004,4,0,0
5457,2006,4,0,0
5457,2008,NA,NA,NA
5457,2010,3,1,0
5458,2004,2,NA,0
5458,2006,2,1,0
5458,2008,1,1,NA
5458,2010,2,1,NA
5459,2004,2,0,0
5459,2006,3,0,0
5459,2008,2,1,NA
5459,2010,2,1,NA
5460,2004,1,NA,1
5460,2006,1,NA,1
5460,2008,1,NA,1
5460,2010,2,NA,1
5461,2004,1,NA,1
5461,2006,1,1,0
5461,2008,1,1,NA
5461,2010,1,1,0
5462,2004,2,NA,1
5462,2006,NA,NA,NA
5462,2008,NA,NA,NA
5462,2010,NA,NA,NA
5463,2004,3,1,0
5463,2006,NA,NA,NA
5463,2008,NA,NA,NA
5463,2010,3,NA,1
5464,2004,NA,NA,NA
5464,2006,NA,NA,NA
5464,2008,NA,NA,NA
5464,2010,4,0,0
5465,2004,3,NA,1
5465,2006,2,NA,1
5465,2008,3,NA,1
5465,2010,4,1,0
5466,2004,3,NA,1
5466,2006,2,NA,1
5466,2008,2,1,NA
5466,2010,2,1,NA
5467,2004,2,NA,1
5467,2006,2,NA,1
5467,2008,2,1,NA
5467,2010,2,NA,1
5468,2004,3,NA,1
5468,2006,3,1,0
5468,2008,3,1,NA
5468,2010,3,NA,1
5469,2004,2,NA,1
5469,2006,2,NA,1
5469,2008,2,NA,1
5469,2010,3,1,0
5470,2004,4,NA,1
5470,2006,3,NA,1
5470,2008,3,NA,1
5470,2010,3,1,NA
5471,2004,4,1,0
5471,2006,3,0,0
5471,2008,3,1,0
5471,2010,3,0,0
5472,2004,3,NA,1
5472,2006,4,1,0
5472,2008,2,NA,1
5472,2010,2,NA,1
5473,2004,NA,NA,NA
5473,2006,3,0,0
5473,2008,NA,NA,NA
5473,2010,4,NA,0
5474,2004,2,0,0
5474,2006,2,0,0
5474,2008,2,0,0
5474,2010,3,0,0
5475,2004,NA,NA,NA
5475,2006,NA,NA,NA
5475,2008,NA,NA,NA
5475,2010,NA,NA,NA
5476,2004,1,NA,1
5476,2006,2,1,0
5476,2008,NA,NA,NA
5476,2010,NA,NA,NA
5477,2004,2,NA,1
5477,2006,2,NA,1
5477,2008,1,NA,0
5477,2010,3,0,NA
5478,2004,2,1,0
5478,2006,1,0,0
5478,2008,2,1,NA
5478,2010,3,1,NA
5479,2004,NA,NA,NA
5479,2006,2,1,0
5479,2008,2,1,NA
5479,2010,2,1,0
5480,2004,4,0,0
5480,2006,4,0,0
5480,2008,2,0,NA
5480,2010,4,0,0
5481,2004,4,0,0
5481,2006,4,0,0
5481,2008,4,NA,0
5481,2010,3,0,0
5482,2004,3,1,0
5482,2006,3,1,0
5482,2008,4,0,0
5482,2010,4,0,0
5483,2004,4,1,0
5483,2006,2,0,NA
5483,2008,2,NA,1
5483,2010,2,NA,1
5484,2004,3,0,0
5484,2006,3,0,0
5484,2008,2,1,NA
5484,2010,2,NA,1
5485,2004,1,NA,1
5485,2006,1,NA,1
5485,2008,1,NA,1
5485,2010,2,0,0
5486,2004,4,NA,1
5486,2006,4,NA,0
5486,2008,4,0,0
5486,2010,4,0,0
5487,2004,2,NA,1
5487,2006,1,0,NA
5487,2008,1,NA,1
5487,2010,2,NA,1
5488,2004,2,0,0
5488,2006,3,0,0
5488,2008,3,NA,1
5488,2010,4,0,0
5489,2004,4,0,0
5489,2006,3,NA,0
5489,2008,4,0,NA
5489,2010,4,0,0
5490,2004,1,NA,1
5490,2006,2,NA,1
5490,2008,2,1,NA
5490,2010,2,NA,1
5491,2004,3,NA,1
5491,2006,4,0,0
5491,2008,3,0,NA
5491,2010,4,NA,0
5492,2004,3,NA,1
5492,2006,3,0,0
5492,2008,1,NA,1
5492,2010,3,1,NA
5493,2004,3,NA,1
5493,2006,2,0,0
5493,2008,3,NA,1
5493,2010,3,0,0
5494,2004,NA,NA,NA
5494,2006,4,NA,0
5494,2008,4,0,0
5494,2010,3,0,0
5495,2004,3,NA,1
5495,2006,2,NA,1
5495,2008,3,0,NA
5495,2010,2,NA,1
5496,2004,2,NA,1
5496,2006,2,0,0
5496,2008,2,NA,1
5496,2010,2,NA,1
5497,2004,3,NA,1
5497,2006,3,1,0
5497,2008,3,1,0
5497,2010,3,1,0
5498,2004,4,0,0
5498,2006,3,NA,0
5498,2008,4,NA,1
5498,2010,4,NA,1
5499,2004,1,NA,1
5499,2006,3,NA,1
5499,2008,1,NA,1
5499,2010,3,0,0
5500,2004,NA,NA,NA
5500,2006,NA,NA,NA
5500,2008,NA,NA,NA
5500,2010,NA,NA,NA
5501,2004,NA,NA,NA
5501,2006,NA,NA,NA
5501,2008,NA,NA,NA
5501,2010,NA,NA,NA
5502,2004,3,NA,1
5502,2006,4,0,0
5502,2008,4,0,0
5502,2010,4,0,0
5503,2004,3,0,0
5503,2006,4,0,0
5503,2008,4,0,NA
5503,2010,4,1,0
5504,2004,2,0,0
5504,2006,2,0,NA
