"pubid","year","interestgov","regvote","didvote"
5504,2008,3,0,NA
5504,2010,4,0,0
5505,2004,4,0,0
5505,2006,4,0,NA
5505,2008,4,0,NA
5505,2010,4,NA,1
5506,2004,NA,NA,NA
5506,2006,3,NA,0
5506,2008,4,0,NA
5506,2010,4,0,0
5507,2004,2,0,0
5507,2006,3,0,0
5507,2008,3,0,NA
5507,2010,3,1,0
5508,2004,3,0,0
5508,2006,4,0,0
5508,2008,3,NA,0
5508,2010,4,0,0
5509,2004,3,NA,1
5509,2006,4,0,0
5509,2008,4,1,NA
5509,2010,4,1,0
5510,2004,2,NA,1
5510,2006,4,NA,0
5510,2008,4,0,NA
5510,2010,4,1,0
5511,2004,NA,NA,NA
5511,2006,NA,NA,NA
5511,2008,NA,NA,NA
5511,2010,NA,NA,NA
5512,2004,3,NA,1
5512,2006,3,NA,1
5512,2008,3,0,0
5512,2010,3,0,0
5513,2004,4,NA,1
5513,2006,4,NA,1
5513,2008,4,NA,1
5513,2010,3,0,0
5514,2004,NA,NA,NA
5514,2006,NA,NA,NA
5514,2008,NA,NA,NA
5514,2010,NA,NA,NA
5515,2004,1,NA,1
5515,2006,1,NA,1
5515,2008,1,NA,1
5515,2010,1,NA,1
5516,2004,1,0,0
5516,2006,2,NA,0
5516,2008,2,0,NA
5516,2010,2,0,0
5517,2004,3,1,0
5517,2006,2,0,NA
5517,2008,2,0,NA
5517,2010,2,NA,1
5518,2004,2,NA,1
5518,2006,3,NA,0
5518,2008,1,1,NA
5518,2010,2,1,0
5519,2004,2,NA,1
5519,2006,4,0,0
5519,2008,3,0,0
5519,2010,4,0,0
5520,2004,2,NA,1
5520,2006,3,1,0
5520,2008,2,1,0
5520,2010,3,NA,1
5521,2004,3,0,0
5521,2006,2,1,0
5521,2008,2,NA,1
5521,2010,2,0,0
5522,2004,3,0,0
5522,2006,2,0,NA
5522,2008,2,0,0
5522,2010,3,0,0
5523,2004,1,NA,1
5523,2006,1,1,0
5523,2008,1,NA,1
5523,2010,1,1,NA
5524,2004,1,NA,1
5524,2006,1,NA,1
5524,2008,1,1,NA
5524,2010,2,NA,1
5525,2004,4,NA,1
5525,2006,NA,NA,NA
5525,2008,NA,NA,NA
5525,2010,4,0,0
5526,2004,2,NA,1
5526,2006,1,NA,1
5526,2008,1,NA,1
5526,2010,1,1,0
5527,2004,2,NA,1
5527,2006,3,NA,1
5527,2008,2,1,NA
5527,2010,4,1,0
5528,2004,2,1,0
5528,2006,3,0,0
5528,2008,2,1,NA
5528,2010,3,0,0
5529,2004,4,0,0
5529,2006,3,0,0
5529,2008,2,0,NA
5529,2010,4,0,0
5530,2004,3,0,0
5530,2006,3,1,0
5530,2008,3,0,0
5530,2010,4,1,0
5531,2004,4,NA,1
5531,2006,3,0,0
5531,2008,3,1,NA
5531,2010,4,NA,1
5532,2004,4,0,0
5532,2006,4,1,0
5532,2008,3,NA,1
5532,2010,4,NA,1
5533,2004,1,NA,0
5533,2006,2,1,0
5533,2008,2,0,0
5533,2010,2,1,0
5534,2004,1,NA,1
5534,2006,3,0,0
5534,2008,1,1,NA
5534,2010,NA,NA,NA
5535,2004,4,NA,0
5535,2006,4,NA,0
5535,2008,4,NA,0
5535,2010,4,NA,0
5536,2004,4,0,0
5536,2006,4,NA,0
5536,2008,4,NA,0
5536,2010,4,NA,0
5537,2004,1,NA,0
5537,2006,1,0,0
5537,2008,4,0,0
5537,2010,4,NA,0
5538,2004,3,NA,1
5538,2006,4,0,0
5538,2008,3,NA,1
5538,2010,3,1,0
5539,2004,1,NA,1
5539,2006,1,NA,1
5539,2008,1,NA,1
5539,2010,2,NA,1
5540,2004,1,NA,1
5540,2006,1,NA,1
5540,2008,1,NA,1
5540,2010,1,NA,1
5541,2004,1,1,0
5541,2006,2,0,0
5541,2008,2,1,NA
5541,2010,2,NA,1
5542,2004,3,NA,1
5542,2006,1,NA,1
5542,2008,4,1,NA
5542,2010,4,1,0
5543,2004,4,1,0
5543,2006,3,0,0
5543,2008,4,0,0
5543,2010,4,NA,0
5544,2004,4,1,0
5544,2006,4,0,0
5544,2008,4,1,NA
5544,2010,4,NA,1
5545,2004,2,NA,0
5545,2006,3,0,0
5545,2008,4,NA,1
5545,2010,2,1,0
5546,2004,2,NA,1
5546,2006,1,NA,1
5546,2008,1,NA,1
5546,2010,1,NA,1
5547,2004,2,NA,0
5547,2006,3,0,0
5547,2008,NA,NA,NA
5547,2010,4,0,0
5548,2004,3,1,0
5548,2006,3,1,0
5548,2008,2,NA,1
5548,2010,2,NA,1
5549,2004,2,1,0
5549,2006,1,NA,1
5549,2008,1,NA,1
5549,2010,1,NA,1
5550,2004,2,0,0
5550,2006,3,1,0
5550,2008,1,0,0
5550,2010,1,0,0
5551,2004,4,0,0
5551,2006,4,1,0
5551,2008,4,NA,1
5551,2010,4,1,0
5552,2004,1,NA,1
5552,2006,2,NA,1
5552,2008,2,NA,1
5552,2010,2,NA,1
5553,2004,1,1,0
5553,2006,3,1,0
5553,2008,2,NA,1
5553,2010,NA,NA,NA
5554,2004,4,0,0
5554,2006,4,0,0
5554,2008,1,1,NA
5554,2010,3,1,0
5555,2004,3,NA,1
5555,2006,3,NA,1
5555,2008,4,1,0
5555,2010,2,1,0
5556,2004,2,NA,1
5556,2006,4,NA,1
5556,2008,4,NA,1
5556,2010,4,NA,1
5557,2004,3,0,0
5557,2006,2,1,0
5557,2008,1,1,NA
5557,2010,1,NA,1
5558,2004,2,NA,1
5558,2006,2,1,0
5558,2008,4,1,0
5558,2010,4,1,0
5559,2004,1,NA,1
5559,2006,1,NA,1
5559,2008,3,NA,1
5559,2010,1,NA,1
5560,2004,2,NA,1
5560,2006,3,1,0
5560,2008,1,NA,1
5560,2010,1,NA,1
5561,2004,2,NA,1
5561,2006,2,1,0
5561,2008,1,NA,1
5561,2010,1,NA,1
5562,2004,1,NA,1
5562,2006,2,NA,1
5562,2008,2,NA,1
5562,2010,2,NA,1
5563,2004,NA,NA,NA
5563,2006,1,1,0
5563,2008,1,NA,1
5563,2010,2,1,0
5564,2004,2,NA,1
5564,2006,1,NA,1
5564,2008,2,1,NA
5564,2010,2,NA,1
5565,2004,4,0,0
5565,2006,3,1,0
5565,2008,4,0,0
5565,2010,NA,NA,NA
5566,2004,2,NA,1
5566,2006,3,1,0
5566,2008,3,NA,1
5566,2010,1,NA,1
5567,2004,2,NA,1
5567,2006,2,1,0
5567,2008,2,NA,1
5567,2010,1,NA,1
5568,2004,4,NA,0
5568,2006,4,0,0
5568,2008,4,0,0
5568,2010,4,0,0
5569,2004,1,NA,1
5569,2006,3,NA,1
5569,2008,3,NA,1
5569,2010,3,NA,1
5570,2004,3,NA,1
5570,2006,3,NA,1
5570,2008,3,NA,1
5570,2010,4,NA,1
5571,2004,4,0,0
5571,2006,4,1,0
5571,2008,NA,NA,NA
5571,2010,4,NA,1
5572,2004,4,0,0
5572,2006,4,0,0
5572,2008,4,1,0
5572,2010,4,0,0
5573,2004,2,NA,1
5573,2006,1,NA,1
5573,2008,2,1,NA
5573,2010,3,1,0
5574,2004,NA,NA,NA
5574,2006,NA,NA,NA
5574,2008,NA,NA,NA
5574,2010,NA,NA,NA
5575,2004,3,NA,1
5575,2006,2,1,0
5575,2008,1,NA,1
5575,2010,3,1,0
5576,2004,2,1,0
5576,2006,2,NA,1
5576,2008,2,1,NA
5576,2010,2,NA,1
5577,2004,3,NA,1
5577,2006,3,1,0
5577,2008,3,NA,1
5577,2010,3,NA,1
5578,2004,2,NA,1
5578,2006,NA,NA,NA
5578,2008,4,NA,1
5578,2010,4,NA,1
5579,2004,3,NA,1
5579,2006,3,NA,1
5579,2008,2,NA,1
5579,2010,3,NA,1
5580,2004,4,1,0
5580,2006,3,1,0
5580,2008,4,1,0
5580,2010,4,NA,1
5581,2004,1,0,0
5581,2006,1,NA,1
5581,2008,2,NA,1
5581,2010,1,NA,1
5582,2004,2,NA,1
5582,2006,1,NA,1
5582,2008,1,NA,1
5582,2010,1,NA,1
5583,2004,2,1,0
5583,2006,4,0,0
5583,2008,4,0,0
5583,2010,4,0,0
5584,2004,1,NA,1
5584,2006,4,NA,1
5584,2008,1,0,0
5584,2010,1,0,0
5585,2004,4,NA,1
5585,2006,1,NA,0
5585,2008,2,NA,1
5585,2010,3,0,0
5586,2004,2,NA,1
5586,2006,4,NA,1
5586,2008,2,1,0
5586,2010,2,1,0
5587,2004,2,1,0
5587,2006,2,NA,1
5587,2008,2,NA,1
5587,2010,3,NA,1
5588,2004,4,0,0
5588,2006,4,1,0
5588,2008,3,1,NA
5588,2010,4,NA,1
5589,2004,4,1,0
5589,2006,3,1,0
5589,2008,2,1,NA
5589,2010,4,1,0
5590,2004,3,NA,1
5590,2006,2,NA,1
5590,2008,4,NA,1
5590,2010,4,NA,1
5591,2004,4,1,0
5591,2006,4,NA,1
5591,2008,4,NA,1
5591,2010,4,1,0
5592,2004,4,0,0
5592,2006,4,0,NA
5592,2008,4,0,NA
5592,2010,4,0,0
5593,2004,3,NA,1
5593,2006,3,NA,1
5593,2008,2,NA,1
5593,2010,2,1,0
5594,2004,2,NA,1
5594,2006,3,1,0
5594,2008,3,1,NA
5594,2010,3,NA,1
5595,2004,3,1,0
5595,2006,3,NA,1
5595,2008,4,NA,1
5595,2010,NA,NA,NA
5596,2004,2,NA,1
5596,2006,3,NA,1
5596,2008,4,1,NA
5596,2010,4,NA,0
5597,2004,3,1,0
5597,2006,3,1,NA
5597,2008,3,1,0
5597,2010,2,1,0
5598,2004,3,1,0
5598,2006,4,1,0
5598,2008,3,1,0
5598,2010,3,1,0
5599,2004,1,NA,1
5599,2006,2,1,NA
5599,2008,1,NA,1
5599,2010,1,NA,1
5600,2004,4,0,0
5600,2006,4,0,0
5600,2008,4,0,0
5600,2010,3,1,0
5601,2004,4,1,0
5601,2006,4,1,0
5601,2008,4,1,0
5601,2010,3,1,0
5602,2004,2,NA,1
5602,2006,4,1,NA
5602,2008,2,NA,1
5602,2010,4,1,0
5603,2004,1,0,0
5603,2006,4,0,0
5603,2008,1,NA,1
5603,2010,3,NA,1
5604,2004,1,NA,1
5604,2006,2,NA,1
5604,2008,1,NA,1
5604,2010,2,0,0
5605,2004,NA,NA,NA
5605,2006,NA,NA,NA
5605,2008,NA,NA,NA
5605,2010,NA,NA,NA
5606,2004,2,NA,1
5606,2006,1,NA,1
5606,2008,NA,NA,NA
5606,2010,NA,NA,NA
5607,2004,3,0,0
5607,2006,4,0,0
5607,2008,4,0,0
5607,2010,4,0,0
5608,2004,4,NA,0
5608,2006,4,0,NA
5608,2008,3,0,0
5608,2010,4,1,0
5609,2004,4,1,0
5609,2006,4,1,NA
5609,2008,2,NA,1
5609,2010,4,1,0
5610,2004,4,NA,1
5610,2006,4,NA,1
5610,2008,NA,NA,NA
5610,2010,4,NA,1
5611,2004,2,0,0
5611,2006,4,1,NA
5611,2008,2,NA,1
5611,2010,3,1,0
5612,2004,4,NA,1
5612,2006,4,1,0
5612,2008,3,NA,1
5612,2010,4,0,0
5613,2004,3,0,0
5613,2006,4,NA,0
5613,2008,NA,NA,NA
5613,2010,3,0,0
5614,2004,2,NA,1
5614,2006,2,1,NA
5614,2008,3,NA,1
5614,2010,3,NA,1
5615,2004,2,1,0
5615,2006,2,1,0
5615,2008,3,0,0
5615,2010,2,1,0
5616,2004,2,NA,1
5616,2006,1,NA,1
5616,2008,1,NA,1
5616,2010,NA,NA,NA
5617,2004,4,0,0
5617,2006,2,NA,1
5617,2008,2,0,0
5617,2010,4,0,0
5618,2004,2,0,0
5618,2006,4,0,0
5618,2008,3,0,0
5618,2010,3,0,0
5619,2004,4,NA,1
5619,2006,4,1,NA
5619,2008,3,NA,1
5619,2010,4,NA,1
5620,2004,2,NA,1
5620,2006,4,1,NA
5620,2008,2,NA,1
5620,2010,3,NA,1
5621,2004,4,0,0
5621,2006,NA,NA,NA
5621,2008,NA,NA,NA
5621,2010,NA,NA,NA
5622,2004,1,0,0
5622,2006,3,0,0
5622,2008,NA,NA,NA
5622,2010,NA,NA,NA
5623,2004,2,0,0
5623,2006,4,0,NA
5623,2008,2,0,0
5623,2010,3,0,0
5624,2004,2,1,0
5624,2006,4,0,NA
5624,2008,3,0,0
5624,2010,4,NA,1
5625,2004,4,1,0
5625,2006,2,1,NA
5625,2008,3,0,0
5625,2010,2,0,0
5626,2004,1,NA,1
5626,2006,1,1,0
5626,2008,1,1,0
5626,2010,1,1,0
5627,2004,NA,NA,NA
5627,2006,NA,NA,NA
5627,2008,NA,NA,NA
5627,2010,NA,NA,NA
5628,2004,NA,NA,NA
5628,2006,NA,NA,NA
5628,2008,2,NA,1
5628,2010,3,NA,1
5629,2004,2,0,0
5629,2006,1,0,0
5629,2008,1,NA,1
5629,2010,1,NA,1
5630,2004,2,NA,1
5630,2006,3,0,0
5630,2008,1,1,NA
5630,2010,2,NA,1
5631,2004,2,1,0
5631,2006,1,1,NA
5631,2008,2,0,0
5631,2010,2,NA,1
5632,2004,1,NA,1
5632,2006,4,NA,1
5632,2008,1,NA,1
5632,2010,1,NA,1
5633,2004,4,1,0
5633,2006,4,1,0
5633,2008,4,1,0
5633,2010,4,1,0
5634,2004,3,NA,1
5634,2006,4,1,0
5634,2008,4,1,NA
5634,2010,4,1,0
5635,2004,3,0,0
5635,2006,4,0,0
5635,2008,1,NA,1
5635,2010,2,NA,0
5636,2004,2,1,0
5636,2006,NA,NA,NA
5636,2008,3,1,0
5636,2010,4,0,0
5637,2004,3,1,0
5637,2006,2,1,0
5637,2008,3,1,0
5637,2010,4,1,0
5638,2004,2,NA,0
5638,2006,1,0,0
5638,2008,4,0,0
5638,2010,4,0,0
5639,2004,1,1,0
5639,2006,4,1,0
5639,2008,4,0,NA
5639,2010,2,0,0
5640,2004,1,NA,1
5640,2006,1,NA,1
5640,2008,1,NA,1
5640,2010,1,NA,1
5641,2004,2,NA,1
5641,2006,2,1,0
5641,2008,2,0,0
5641,2010,4,1,0
5642,2004,3,0,0
5642,2006,1,1,0
5642,2008,3,0,0
5642,2010,2,0,0
5643,2004,1,NA,1
5643,2006,1,NA,1
5643,2008,1,NA,1
5643,2010,1,NA,1
5644,2004,4,NA,1
5644,2006,NA,NA,NA
5644,2008,NA,NA,NA
5644,2010,1,NA,1
5645,2004,4,0,0
5645,2006,2,NA,0
5645,2008,4,0,NA
5645,2010,4,0,NA
5646,2004,NA,NA,NA
5646,2006,2,0,0
5646,2008,3,NA,0
5646,2010,2,0,0
5647,2004,3,1,0
5647,2006,4,1,0
5647,2008,4,NA,1
5647,2010,3,1,0
5648,2004,2,NA,1
5648,2006,3,NA,1
5648,2008,2,1,NA
5648,2010,2,NA,1
5649,2004,3,NA,0
5649,2006,4,0,0
5649,2008,3,1,0
5649,2010,4,0,NA
5650,2004,4,0,0
5650,2006,4,0,0
5650,2008,3,0,NA
5650,2010,4,0,NA
5651,2004,1,0,0
5651,2006,4,0,0
5651,2008,2,0,0
5651,2010,4,0,0
5652,2004,NA,NA,NA
5652,2006,NA,NA,NA
5652,2008,NA,NA,NA
5652,2010,NA,NA,NA
5653,2004,NA,NA,NA
5653,2006,NA,NA,NA
5653,2008,NA,NA,NA
5653,2010,NA,NA,NA
5654,2004,NA,NA,NA
5654,2006,NA,NA,NA
5654,2008,NA,NA,NA
5654,2010,NA,NA,NA
5655,2004,4,1,0
5655,2006,4,0,NA
5655,2008,3,0,NA
5655,2010,4,0,NA
5656,2004,3,1,0
5656,2006,3,1,NA
5656,2008,3,1,NA
5656,2010,3,NA,0
5657,2004,1,NA,1
5657,2006,4,NA,1
5657,2008,3,1,NA
5657,2010,2,NA,1
5658,2004,1,NA,1
5658,2006,2,1,NA
5658,2008,2,1,NA
5658,2010,2,NA,1
5659,2004,NA,NA,NA
5659,2006,2,0,0
5659,2008,NA,NA,NA
5659,2010,2,1,0
5660,2004,2,NA,1
5660,2006,NA,NA,NA
5660,2008,NA,NA,NA
5660,2010,NA,NA,NA
5661,2004,NA,NA,NA
5661,2006,3,0,0
5661,2008,3,0,0
5661,2010,3,0,0
5662,2004,1,NA,1
5662,2006,2,NA,1
5662,2008,1,NA,1
5662,2010,1,1,NA
5663,2004,1,NA,1
5663,2006,1,1,0
5663,2008,1,NA,1
5663,2010,1,NA,1
5664,2004,1,NA,1
5664,2006,NA,NA,NA
5664,2008,1,NA,1
5664,2010,NA,NA,NA
5665,2004,3,1,0
5665,2006,2,1,0
5665,2008,2,NA,1
5665,2010,2,1,0
5666,2004,3,NA,1
5666,2006,4,1,NA
5666,2008,3,1,NA
5666,2010,3,1,0
5667,2004,2,NA,1
5667,2006,2,1,NA
5667,2008,3,NA,1
5667,2010,4,1,0
5668,2004,NA,NA,NA
5668,2006,NA,NA,NA
5668,2008,2,NA,1
5668,2010,NA,NA,NA
5669,2004,2,1,0
5669,2006,2,1,0
5669,2008,2,1,0
5669,2010,2,1,0
5670,2004,4,1,0
5670,2006,4,1,NA
5670,2008,3,0,NA
5670,2010,4,0,0
5671,2004,3,1,0
5671,2006,4,1,NA
5671,2008,2,1,0
5671,2010,2,1,0
5672,2004,2,NA,0
5672,2006,2,1,NA
5672,2008,2,1,NA
5672,2010,4,1,0
5673,2004,1,NA,1
5673,2006,1,1,0
5673,2008,1,NA,1
5673,2010,2,NA,1
5674,2004,4,0,0
5674,2006,4,0,0
5674,2008,4,0,NA
5674,2010,4,1,0
5675,2004,3,0,0
5675,2006,4,1,0
5675,2008,4,0,0
5675,2010,4,0,0
5676,2004,NA,NA,NA
5676,2006,NA,NA,NA
5676,2008,NA,NA,NA
5676,2010,NA,NA,NA
5677,2004,2,NA,1
5677,2006,3,NA,1
5677,2008,4,0,0
5677,2010,3,0,0
5678,2004,4,1,0
5678,2006,4,1,0
5678,2008,4,1,0
5678,2010,3,NA,1
5679,2004,2,NA,1
5679,2006,3,NA,1
5679,2008,NA,NA,NA
5679,2010,NA,NA,NA
5680,2004,4,1,0
5680,2006,4,1,0
5680,2008,4,1,NA
5680,2010,4,NA,1
5681,2004,NA,NA,NA
5681,2006,4,1,0
5681,2008,4,1,0
5681,2010,NA,NA,NA
5682,2004,4,0,0
5682,2006,4,1,NA
5682,2008,3,1,NA
5682,2010,2,1,0
5683,2004,2,NA,1
5683,2006,2,0,0
5683,2008,4,NA,1
5683,2010,4,NA,1
5684,2004,NA,NA,NA
5684,2006,4,1,0
5684,2008,NA,NA,NA
5684,2010,NA,NA,NA
5685,2004,4,1,0
5685,2006,4,1,0
5685,2008,3,NA,1
5685,2010,3,1,0
5686,2004,4,NA,1
5686,2006,4,1,NA
5686,2008,4,1,NA
5686,2010,4,1,0
5687,2004,4,1,0
5687,2006,4,0,NA
5687,2008,3,0,NA
5687,2010,4,0,NA
5688,2004,4,NA,1
5688,2006,1,NA,1
5688,2008,2,1,0
5688,2010,2,1,0
5689,2004,3,NA,1
5689,2006,4,1,NA
5689,2008,2,NA,1
5689,2010,1,NA,1
5690,2004,NA,NA,NA
5690,2006,4,1,0
5690,2008,4,1,0
5690,2010,2,NA,0
5691,2004,3,NA,1
5691,2006,3,NA,1
5691,2008,3,NA,1
5691,2010,4,NA,1
5692,2004,2,NA,1
5692,2006,2,NA,1
5692,2008,3,NA,1
5692,2010,4,NA,1
5693,2004,1,NA,1
5693,2006,2,1,NA
5693,2008,1,NA,1
5693,2010,2,NA,1
5694,2004,2,NA,1
5694,2006,3,1,0
5694,2008,2,NA,1
5694,2010,2,1,0
5695,2004,NA,NA,NA
5695,2006,1,0,0
5695,2008,4,0,0
5695,2010,4,0,0
5696,2004,3,NA,1
5696,2006,4,NA,1
5696,2008,2,NA,1
5696,2010,2,NA,1
5697,2004,NA,NA,NA
5697,2006,NA,NA,NA
5697,2008,NA,NA,NA
5697,2010,NA,NA,NA
5698,2004,4,1,0
5698,2006,4,1,0
5698,2008,2,NA,1
5698,2010,4,NA,1
5699,2004,1,NA,1
5699,2006,1,NA,1
5699,2008,1,1,0
5699,2010,1,NA,1
5700,2004,1,NA,1
5700,2006,1,1,0
5700,2008,1,NA,1
5700,2010,1,NA,1
5701,2004,3,1,0
5701,2006,3,NA,1
5701,2008,3,NA,1
5701,2010,2,NA,1
5702,2004,3,0,0
5702,2006,4,0,0
5702,2008,4,0,0
5702,2010,4,0,0
5703,2004,4,0,0
5703,2006,2,1,0
5703,2008,3,1,0
5703,2010,2,NA,1
5704,2004,4,1,0
5704,2006,4,NA,1
5704,2008,4,1,0
5704,2010,3,NA,1
5705,2004,4,NA,1
5705,2006,4,NA,1
5705,2008,3,NA,1
5705,2010,3,NA,1
5706,2004,NA,NA,NA
5706,2006,3,1,0
5706,2008,3,NA,0
5706,2010,3,0,0
5707,2004,NA,NA,NA
5707,2006,4,NA,1
5707,2008,4,NA,1
5707,2010,NA,NA,NA
5708,2004,2,NA,1
5708,2006,4,NA,1
5708,2008,4,NA,1
5708,2010,4,NA,1
5709,2004,2,NA,1
5709,2006,1,1,0
5709,2008,1,1,NA
5709,2010,1,1,NA
5710,2004,2,1,0
5710,2006,3,1,0
5710,2008,4,1,0
5710,2010,4,0,0
5711,2004,3,0,0
5711,2006,4,0,0
5711,2008,2,NA,1
5711,2010,3,NA,1
5712,2004,4,NA,1
5712,2006,1,1,0
5712,2008,2,1,0
5712,2010,3,NA,1
5713,2004,4,1,0
5713,2006,4,1,NA
5713,2008,4,1,0
5713,2010,4,1,0
5714,2004,4,NA,1
5714,2006,4,NA,1
5714,2008,4,NA,1
5714,2010,4,NA,1
5715,2004,4,1,0
5715,2006,4,0,NA
5715,2008,3,1,0
5715,2010,4,0,0
5716,2004,4,1,0
5716,2006,4,0,NA
5716,2008,3,1,0
5716,2010,4,0,0
5717,2004,3,1,0
5717,2006,2,1,0
5717,2008,1,1,0
5717,2010,1,NA,1
5718,2004,4,NA,1
5718,2006,4,1,NA
5718,2008,4,1,NA
5718,2010,4,NA,1
5719,2004,2,NA,1
5719,2006,2,NA,1
5719,2008,2,NA,1
5719,2010,2,NA,1
5720,2004,4,1,0
5720,2006,3,1,0
5720,2008,2,1,NA
5720,2010,4,NA,1
5721,2004,4,1,0
5721,2006,4,1,0
5721,2008,4,1,NA
5721,2010,2,1,0
5722,2004,3,1,0
5722,2006,3,1,0
5722,2008,2,NA,1
5722,2010,NA,NA,NA
5723,2004,3,NA,0
5723,2006,2,0,0
5723,2008,4,NA,0
5723,2010,4,0,0
5724,2004,4,NA,1
5724,2006,NA,NA,NA
5724,2008,NA,NA,NA
5724,2010,4,1,0
5725,2004,2,0,0
5725,2006,2,1,0
5725,2008,2,NA,1
5725,2010,3,NA,1
5726,2004,NA,NA,NA
5726,2006,3,NA,1
5726,2008,2,NA,1
5726,2010,NA,NA,NA
5727,2004,2,1,0
5727,2006,3,1,0
5727,2008,4,0,NA
5727,2010,2,1,0
5728,2004,4,NA,0
5728,2006,3,NA,0
5728,2008,2,NA,0
5728,2010,4,NA,0
5729,2004,1,NA,1
5729,2006,3,1,NA
5729,2008,1,NA,1
5729,2010,1,1,NA
5730,2004,1,NA,1
5730,2006,2,NA,1
5730,2008,4,1,0
5730,2010,2,1,0
5731,2004,3,NA,1
5731,2006,4,NA,1
5731,2008,NA,NA,NA
5731,2010,3,NA,1
5732,2004,2,1,0
5732,2006,1,1,0
5732,2008,NA,NA,NA
5732,2010,3,1,0
5733,2004,4,0,0
5733,2006,4,0,0
5733,2008,4,0,0
5733,2010,4,NA,0
5734,2004,NA,NA,NA
5734,2006,NA,NA,NA
5734,2008,NA,NA,NA
5734,2010,NA,NA,NA
5735,2004,4,0,0
5735,2006,4,0,0
5735,2008,4,0,0
5735,2010,4,NA,0
5736,2004,NA,NA,NA
5736,2006,NA,NA,NA
5736,2008,NA,NA,NA
5736,2010,NA,NA,NA
5737,2004,3,0,0
5737,2006,3,0,0
5737,2008,4,NA,1
5737,2010,3,NA,1
5738,2004,2,NA,1
5738,2006,1,NA,1
5738,2008,3,NA,1
5738,2010,2,NA,1
5739,2004,2,1,0
5739,2006,2,0,0
5739,2008,2,0,0
5739,2010,3,1,0
5740,2004,4,NA,1
5740,2006,4,NA,1
5740,2008,1,NA,1
5740,2010,4,NA,1
5741,2004,2,NA,1
5741,2006,4,NA,1
5741,2008,NA,NA,NA
5741,2010,3,NA,1
5742,2004,NA,NA,NA
5742,2006,NA,NA,NA
5742,2008,NA,NA,NA
5742,2010,1,NA,1
5743,2004,NA,NA,NA
5743,2006,1,1,0
5743,2008,NA,NA,NA
5743,2010,1,NA,1
5744,2004,2,NA,1
5744,2006,2,NA,1
5744,2008,1,NA,1
5744,2010,2,NA,0
5745,2004,3,NA,1
5745,2006,3,NA,1
5745,2008,NA,NA,NA
5745,2010,NA,NA,NA
5746,2004,1,NA,1
5746,2006,3,0,NA
5746,2008,2,1,0
5746,2010,1,NA,1
5747,2004,3,1,0
5747,2006,2,NA,1
5747,2008,2,NA,1
5747,2010,4,0,0
5748,2004,3,NA,1
5748,2006,2,1,0
5748,2008,1,NA,1
5748,2010,1,NA,1
5749,2004,2,NA,1
5749,2006,1,NA,1
5749,2008,1,1,NA
5749,2010,2,NA,1
5750,2004,2,NA,1
5750,2006,2,NA,1
5750,2008,2,1,NA
5750,2010,2,NA,1
5751,2004,2,NA,1
5751,2006,2,1,0
5751,2008,3,1,NA
5751,2010,3,1,0
5752,2004,4,NA,1
5752,2006,4,1,0
5752,2008,2,NA,1
5752,2010,2,1,0
5753,2004,NA,NA,NA
5753,2006,NA,NA,NA
5753,2008,NA,NA,NA
5753,2010,NA,NA,NA
5754,2004,2,NA,1
5754,2006,2,NA,1
5754,2008,2,1,NA
5754,2010,1,NA,1
5755,2004,2,NA,1
5755,2006,2,1,0
5755,2008,3,1,NA
5755,2010,3,NA,1
5756,2004,1,NA,1
5756,2006,1,NA,1
5756,2008,1,1,NA
5756,2010,1,1,0
5757,2004,1,NA,1
5757,2006,4,1,0
5757,2008,3,1,0
5757,2010,2,1,0
5758,2004,1,NA,1
5758,2006,1,1,0
5758,2008,1,NA,1
5758,2010,2,NA,1
5759,2004,4,NA,1
5759,2006,2,1,NA
5759,2008,2,1,NA
5759,2010,2,NA,1
5760,2004,2,1,0
5760,2006,2,NA,1
5760,2008,2,1,NA
5760,2010,2,1,0
5761,2004,4,1,0
5761,2006,4,1,0
5761,2008,3,1,0
5761,2010,4,1,0
5762,2004,4,NA,1
5762,2006,4,1,0
5762,2008,4,1,0
5762,2010,4,1,0
5763,2004,1,NA,1
5763,2006,1,1,0
5763,2008,1,NA,1
5763,2010,1,1,0
5764,2004,2,NA,1
5764,2006,1,1,0
5764,2008,3,NA,1
5764,2010,2,1,0
5765,2004,1,NA,1
5765,2006,2,NA,1
5765,2008,1,1,NA
5765,2010,1,NA,1
5766,2004,2,NA,1
5766,2006,1,NA,1
5766,2008,1,1,NA
5766,2010,2,1,0
5767,2004,2,NA,1
5767,2006,2,NA,1
5767,2008,2,1,NA
5767,2010,2,1,0
5768,2004,2,NA,1
5768,2006,3,NA,1
5768,2008,1,1,NA
5768,2010,2,NA,1
5769,2004,4,0,0
5769,2006,3,0,0
5769,2008,3,0,0
5769,2010,3,0,0
5770,2004,2,NA,1
5770,2006,3,NA,1
5770,2008,1,NA,1
5770,2010,1,NA,1
5771,2004,3,NA,1
5771,2006,3,1,0
5771,2008,2,1,0
5771,2010,3,1,0
5772,2004,2,NA,1
5772,2006,2,NA,1
5772,2008,3,1,NA
5772,2010,3,1,0
5773,2004,4,NA,0
5773,2006,3,NA,1
5773,2008,2,NA,1
5773,2010,3,1,NA
5774,2004,3,NA,1
5774,2006,3,NA,1
5774,2008,3,NA,1
5774,2010,2,NA,1
5775,2004,4,0,0
5775,2006,2,0,0
5775,2008,NA,NA,NA
5775,2010,4,NA,0
5776,2004,1,NA,1
5776,2006,1,1,NA
